id,source_id,babe_url,lib_url,babe_title,lib_title,title_distance,babe_title_len,lib_title_len,content_distance,babe_content_len,lib_content_len,
f437118e9009e38239eb7721e82d7f4f,,http://www.goal.com/id-ID/news/1108/sepakbola-inggris/2016/01/17/19425172/willian-targetkan-kontrak-baru-di-chelsea,http://www.goal.com/id-ID/news/1108/sepakbola-inggris/2016/01/17/19425172/willian-targetkan-kontrak-baru-di-chelsea,Willian Targetkan Kontrak Baru Di Chelsea,Willian Targetkan Kontrak Baru Di Chelsea - Goal.com,11,41,52,2,1120,1122,
1b564819749490a014f3b5e7fa6a0204,,http://bola.inilah.com/read/detail/2267356/aguero-perpaduan-sempurna-dari-messi-dan-henry,,"""Aguero Perpaduan Sempurna dari Messi dan Henry""",,0,48,0,0,1262,0,
2b52b18ffa8756777ade7452ab065824,,http://www.antaranews.com/berita/540540/juventus-hajar-10-pemain-udinese-4-0,http://www.antaranews.com/berita/540540/juventus-hajar-10-pemain-udinese-4-0,Juventus hajar 10 pemain Udinese 4-0,Juventus hajar 10 pemain Udinese 4-0 - ANTARA News,14,36,50,1620,340,1929,
82a5c8df6d0b5e58fe2fac71de024ed5,,http://www.antaranews.com/berita/529847/prince-juga-batalkan-konser-di-prancis,http://www.antaranews.com/berita/529847/prince-juga-batalkan-konser-di-prancis,Prince juga batalkan konser di Prancis,Prince juga batalkan konser di Prancis - ANTARA News,14,38,52,1181,361,1502,
a622571ac2aa8a02a3ae343496c8add0,,http://www.antaranews.com/berita/529845/teror-paris--70-juta-unggah-dukungan-via-instagram,http://www.antaranews.com/berita/529845/teror-paris--70-juta-unggah-dukungan-via-instagram,TEROR PARIS - 70 juta unggah dukungan via Instagram,TEROR PARIS - 70 juta unggah dukungan via Instagram - ANTARA News,14,51,65,933,367,1257,
bdb413ab355a71c7f8b3c50e8bec2849,,https://id.techinasia.com/review-corpse-party-blood-drive/,,"Review Corpse Party: Blood Drive– Bukannya Menakutkan, Malah Menyebalkan!",,0,73,0,0,7981,0,
9a168692b72665c9d6339b40416780c3,,http://www.gamexeon.com/artikel/82768/light-of-darkness-indonesia-event-top-up-mandiri-e-cash-sudah-dimulai,http://www.gamexeon.com/artikel/82768/light-of-darkness-indonesia-event-top-up-mandiri-e-cash-sudah-dimulai,Light of Darkness Indonesia - Event Top up Mandiri E-Cash sudah dimulai,Light of Darkness Indonesia - Event Top up Mandiri E-Cash sudah dimulai - Gamexeon.com,15,71,86,1142,1142,0,
c632e0e098c2569a973eeaeb965a6776,,http://jurnalotaku.com/2015/11/17/11-berita-game-hari-ini-disgaea-siap-hadir-di-pc-fripside-nyanyikan-lagu-opening-schwarzesmarken/,http://jurnalotaku.com/2015/11/17/11-berita-game-hari-ini-disgaea-siap-hadir-di-pc-fripside-nyanyikan-lagu-opening-schwarzesmarken/,"11 Berita Game Hari Ini: Disgaea Siap Hadir di PC, fripSide Nyanyikan Lagu Opening Schwarzesmarken","11 Berita Game Hari Ini: Disgaea Siap Hadir di PC, fripSide Nyanyikan Lagu Opening Schwarzesmarken",0,98,98,1430,12659,11257,
2aefac7dad06245853b92fe8d5be8c76,,http://www.kotakgame.com/berita/detail.php?id=56843&jenis=news,http://www.kotakgame.com/berita/detail.php?id=56843&jenis=news,[VIDEO] X-Legend Ungkap Keempat Class yang Akan Hadir Di Laplace (TW) Lewat Trailer Baru,Berita : [VIDEO] X-Legend Ungkap Keempat Class yang Akan Hadir Di Laplace (TW) Lewat Trailer Baru,9,88,97,109,964,1064,
7e826c065e8dab496312d70d980fe02d,,http://www.imogame.com/android/seven-knights-hadirkan-area-ke-8-moonlit-isle.html,http://www.imogame.com/android/seven-knights-hadirkan-area-ke-8-moonlit-isle.html,Seven Knights Hadirkan Area ke-8 Moonlit Isle,Seven Knights Hadirkan Area ke-8 Moonlit Isle,0,45,45,10,2371,2365,
d93348929ec781a3f5ed8562c30f5cbe,,http://www.kaorinusantara.or.id/newsline/36076/sword-art-online-akan-hadir-di-bioskop-jepang,https://www.kaorinusantara.or.id/newsline/36076/sword-art-online-akan-hadir-di-bioskop-jepang,Sword Art Online akan Hadir di Bioskop Jepang,Sword Art Online akan Hadir di Bioskop Jepang - KAORI Nusantara,18,45,63,68,939,871,
ac5c95788d55840737ac3ab002da837c,,http://kampus.okezone.com/read/2015/11/17/65/1250673/ini-penyebab-rendahnya-minat-baca,http://news.okezone.com/read/2015/11/17/65/1250673/ini-penyebab-rendahnya-minat-baca,Ini Penyebab Rendahnya Minat Baca,Ini Penyebab Rendahnya Minat Baca : Okezone News,15,33,48,6,1843,1837,
c89840182603b22ed65003c6dd8f3efb,,http://techno.okezone.com/read/2016/01/17/57/1290319/bocor-inikah-wujud-apple-watch-2,http://techno.okezone.com/read/2016/01/17/57/1290319/bocor-inikah-wujud-apple-watch-2,"Bocor, Inikah Wujud Apple Watch 2?","Bocor, Inikah Wujud Apple Watch 2? : Okezone Techno",17,34,51,8,935,931,
09d9591a663c22dc2b1c5b0ca184dbe6,,http://bola.okezone.com/read/2016/01/18/47/1290387/dybala-bawa-juve-raih-10-kemenangan-beruntun,http://bola.okezone.com/read/2016/01/18/47/1290387/dybala-bawa-juve-raih-10-kemenangan-beruntun,Dybala Bawa Juve Raih 10 Kemenangan Beruntun,Dybala Bawa Juve Raih 10 Kemenangan Beruntun : Okezone Bola,15,44,59,206,4213,4015,
c36abfa7d8c49ca8b646b5ce0a62f772,,http://celebrity.okezone.com/read/2016/01/17/33/1290383/regina-tak-percaya-krisna-belum-bercerai,http://celebrity.okezone.com/read/2016/01/17/33/1290383/regina-tak-percaya-krisna-belum-bercerai,Regina Tak Percaya Krisna Belum Bercerai,Regina Tak Percaya Krisna Belum Bercerai : Okezone Celebrity,20,40,60,8,652,644,
36d710483f36e57380cb08d31d132a61,,http://lifestyle.okezone.com/read/2016/01/17/406/1290136/4-lokasi-wisata-indonesia-jadi-syuting-film-dunia,http://lifestyle.okezone.com/read/2016/01/17/406/1290136/4-lokasi-wisata-indonesia-jadi-syuting-film-dunia,4 Lokasi Wisata Indonesia Jadi Syuting Film Dunia,4 Lokasi Wisata Indonesia Jadi Syuting Film Dunia : Okezone Lifestyle,20,49,69,81,2380,2305,
b29fdd21bc6eeb17f283ed9b33c07e14,,http://www.aplikanologi.com/berita/spesifikasi-htc-one-a9-bocor-lhoo-penasaran/,http://aplikanologi.com/berita/spesifikasi-htc-one-a9-bocor-lhoo-penasaran/,Spesifikasi HTC One A9 BocorLhoo. Penasaran?,Spesifikasi HTC One A9 Bocor Lhoo. Penasaran? - Aplikanologi,16,44,60,66,2118,2054,
91814cc3ed8e926b97275bea19216179,,http://nasional.inilah.com/read/detail/2253089/kejagung-tahan-tersangka-korupsi-tiket-merpati,,Kejagung Tahan Tersangka Korupsi Tiket Merpati,,0,46,0,0,1515,0,
d02e64c10b429e7ec48b949ec3fe697b,,http://www.antaranews.com/berita/529841/baasyir-tidak-hadiri-sidang-peninjauan-kembali,http://www.antaranews.com/berita/529841/baasyir-tidak-hadiri-sidang-peninjauan-kembali,Baasyir tidak hadiri sidang peninjauan kembali,Baasyir tidak hadiri sidang peninjauan kembali - ANTARA News,14,46,60,1405,308,1690,
57d80c7c354acd725387eaba2d2ecd4e,,http://www.antaranews.com/berita/540538/sanksi-dicabut-iran-bebaskan-empat-tahanan-as,http://www.antaranews.com/berita/540538/sanksi-dicabut-iran-bebaskan-empat-tahanan-as,"Sanksi dicabut, Iran bebaskan empat tahanan AS","Sanksi dicabut, Iran bebaskan empat tahanan AS - ANTARA News",14,46,60,1871,307,2158,
a6950fd3fb0d09e6f9f360783be8a8a4,,http://www.voaindonesia.com/content/walikota-muslim-rotterdam-serukan-penghancuran-isis/3059786.html,http://www.voaindonesia.com/a/walikota-muslim-rotterdam-serukan-penghancuran-isis/3059786.html,Walikota Muslim Rotterdam Serukan Penghancuran ISIS,Walikota Muslim Rotterdam Serukan Penghancuran ISIS,0,51,51,268,1117,853,
d17849dbf52ba0d165496aadc8130fe7,,http://international.sindonews.com/read/1089370/41/jet-tempur-su-25-jatuh-di-rusia-pilot-moskow-tewas-1456796082,http://international.sindonews.com/read/1089370/41/jet-tempur-su-25-jatuh-di-rusia-pilot-moskow-tewas-1456796082,"Jet Tempur Su-25 Jatuh di Rusia, Pilot Moskow Tewas","Jet Tempur Su-25 Jatuh di Rusia, Pilot Moskow Tewas",0,51,51,64,1496,1538,
c1842eac65bc2e49e3ecceb0a59dfeff,,http://nasional.sindonews.com/read/1089378/12/jk-usul-efektivitas-jumlah-tps-dalam-pemilu-1456799857,http://nasional.sindonews.com/read/1089378/12/jk-usul-efektivitas-jumlah-tps-dalam-pemilu-1456799857,JK Usul Efektivitas Jumlah TPS dalam Pemilu,JK Usul Efektivitas Jumlah TPS dalam Pemilu,0,43,43,13,1236,1225,
c85b8a125908b7a7a7b73ad46fcce234,,http://www.voaindonesia.com/content/setara-institute-luncurkan-indeks-kota-toleran/3061256.html,http://www.voaindonesia.com/a/setara-institute-luncurkan-indeks-kota-toleran/3061256.html,Setara Institute Luncurkan Indeks Kota Toleran 2015,Setara Institute Luncurkan Indeks Kota Toleran 2015,0,51,51,440,3990,3553,
36b8b40f5e8e1298f97f6d7ef459e7ec,,http://www.antaranews.com/berita/529838/wapres-kerja-sama-apec-diharapkan-perbaiki-ekonomi,http://www.antaranews.com/berita/529838/wapres-kerja-sama-apec-diharapkan-perbaiki-ekonomi,Wapres: kerja sama APEC diharapkan perbaiki ekonomi,Wapres: kerja sama APEC diharapkan perbaiki ekonomi - ANTARA News,14,51,65,1664,300,1947,
603258ade62126247abb2ed5e79dc0cc,,http://keuangan.kontan.co.id/news/bankir-pilih-menurunkan-bunga-deposito,,Bankir pilih menurunkan bunga deposito,,0,38,0,0,2232,0,
025220af456f9648633a9cfbf73ff60b,,http://wartaekonomi.co.id/berita80339/alex-noerdin-akan-bangun-sirkuit-motogp.html,http://wartaekonomi.co.id/berita80339/alex-noerdin-akan-bangun-sirkuit-motogp.html,Alex Noerdin Akan Bangun Sirkuit MotoGP,Alex Noerdin Akan Bangun Sirkuit MotoGP - Warta Ekonomi,16,39,55,21,1159,1138,
a33819e52b1c7a363160aa970e744a08,,http://news.okezone.com/read/2015/11/17/18/1250672/hubungkan-teror-paris-dengan-rasisme-ulama-senior-australia-dikritik,http://news.okezone.com/read/2015/11/17/18/1250672/hubungkan-teror-paris-dengan-rasisme-ulama-senior-australia-dikritik,"Hubungkan Teror Paris dengan Rasisme, Ulama Senior Australia Dikritik","Hubungkan Teror Paris dengan Rasisme, Ulama Senior Australia Dikritik : Okezone News",15,69,84,6,1661,1655,
9b2fc0244cf3a26091b8bb0c6d5b7abb,,http://dapurpacu.com/269231/ford-hadirkan-jok-senyaman-sofa/,http://dapurpacu.com/269231/ford-hadirkan-jok-senyaman-sofa/,Ford Hadirkan Jok Senyaman Sofa,Ford Hadirkan Jok Senyaman Sofa | Majalah Otomotif Online by. Dapurpacu.com,44,31,75,1,951,952,
71732239ffbeb5cda4aa457dca49727d,,http://otomotifnet.com/Motor/Modifikasi/Modifikasi-Harley-Davidson-Sportster-1200-Flat-Tracker-Keluar-Dari-Pakem?utm_source=babe&utm_medium=app&utm_campaign=share_content&utm_content=article,http://otomotifnet.com/Motor/Modifikasi/Modifikasi-Harley-Davidson-Sportster-1200-Flat-Tracker-Keluar-Dari-Pakem,"Modifikasi Harley-Davidson Sportster 1200, Flat Tracker Keluar dari Pakem","Modifikasi Harley-Davidson Sportster 1200, Flat Tracker Keluar dari Pakem",0,73,73,632,2817,2185,
483e93fc44a0686b96a273eb01dd48a5,,http://doktersehat.com/penyebab-sembelit-yang-tidak-terduga/,,Penyebab Sembelit Yang Tidak Terduga,Penyebab Sembelit Yang Tidak Terduga - Dokter Sehat,15,36,51,49,2568,2519,
65ecc2b39bb3e853cd6c2f15bbff374f,,http://www.antaranews.com/berita/529839/pertemuan-tokoh-agama-hasilkan-lima-butir-rekomendasi,http://www.antaranews.com/berita/529839/pertemuan-tokoh-agama-hasilkan-lima-butir-rekomendasi,Pertemuan tokoh agama hasilkan lima butir rekomendasi,Pertemuan tokoh agama hasilkan lima butir rekomendasi - ANTARA News,14,53,67,2267,304,2548,
7a1b31729bdf1582c5961c2c1f5f8bc6,,https://jalantikus.com/gadgets/alasan-menggunakan-android/?utm_source=babe&utm_medium=article&utm_campaign=artikel-from-babe,https://jalantikus.com/gadgets/alasan-menggunakan-android/,Alasan Kenapa Harus Gunakan Android Dibanding iOS,Alasan Kenapa Harus Menggunakan Android Dibanding iOS - JalanTikus.com,22,49,70,192,5431,5257,
1545a3ec1930771d4d47fc9d2127874c,,http://feedproxy.google.com/~r/dsnet/~3/szEOV1sk7zU/,https://dailysocial.id/post/connected-e-conomy-dan-alasan-berinvestasi-di-indonesia/,“Connected e-Conomy” dan Alasan Berinvestasi di Indonesia,“Connected e-Conomy” dan Alasan Berinvestasi di Indonesia,0,57,57,2,3290,3292,
0f52d42e626c6230e095b1f3b14e9a70,,http://dailysocial.id/post/withings-activite-steel-adalah-activity-tracker-dalam-wujud-arloji-analog-yang-menawan/,https://dailysocial.id/post/withings-activite-steel-adalah-activity-tracker-dalam-wujud-arloji-analog-yang-menawan/,Withings Activite Steel Adalah Activity Tracker dalam Wujud Arloji Analog yang Menawan,| Dailysocial,78,86,13,2330,2594,345,
09ef773418c84dc8343e17aa1eaf7f5e,,http://gopego.com/news/a/2015/11/bocoran-image-ungkap-huawei-mate-8-dengan-desain-metallic-super-tipis,,Bocoran Image Ungkap Huawei Mate 8 dengan Desain Metallic Super Tipis,,0,69,0,0,1426,0,
107c7c447d61b8240c6580b4f228f2a4,,http://gigsplay.com/sembojan-sebuah-entitas-pendek-dari-tigapagi-untuk-peringati-g30s/,http://gigsplay.com/sembojan-sebuah-entitas-pendek-dari-tigapagi-untuk-peringati-g30s/,"Sembojan, Sebuah Entitas Pendek dari Tigapagi Untuk Peringati G30S","Sembojan, Sebuah Entitas Pendek dari Tigapagi Untuk Peringati G30S - Gigsplay",11,66,77,98,1307,1405,
91f1eaa55f60e9a0d2ef2b8463eafc1b,,http://blog.babe.co.id/?p=169,,Kabar Gembira: Konten Ramadan Hadir di BaBe,,0,43,0,0,2003,0,
8074b03a6ac29beded002716db1fef49,,http://www.jpnn.com/read/2016/01/17/351255/Sttt...-Kemdikbud-Siapkan-Sistem-Perizinan-Film-Online-,,Sttt... Kemdikbud Siapkan Sistem Perizinan Film Online,,0,54,0,0,977,0,
6286007781c8afe38d3052610be1c441,,https://id.techinasia.com/setahun-beroperasi-8commerce-fokus-garap-layanan-utama,,8Commerce Fokus Garap Layanan Utama demi Bersaing di Bisnis E-Commerce Enabler,,0,78,0,0,3519,0,
0fde0fee4f301c1a56884009d5b6880b,,http://nasional.sindonews.com/read/1062179/12/publik-perlu-curigai-motif-menteri-sudirman-said-ke-mkd-1447736072,http://nasional.sindonews.com/read/1062179/12/publik-perlu-curigai-motif-menteri-sudirman-said-ke-mkd-1447736072,Publik Perlu Curigai Motif Menteri Sudirman Said ke MKD,Publik Perlu Curigai Motif Menteri Sudirman Said ke MKD,0,55,55,95,1646,1663,
5c61a41df491287a84609459fa4d0df3,,http://ngonoo.com/2015/11/121234/keren-petugas-pemadam-kebakaran-dubai-dilengkapi-dengan-jetpack/,https://ngonoo.com/2015/11/121234/keren-petugas-pemadam-kebakaran-dubai-dilengkapi-dengan-jetpack,"Keren, Petugas Pemadam Kebakaran Dubai Dilengkapi Dengan Jetpack","Keren, Petugas Pemadam Kebakaran Dubai Dilengkapi Dengan Jetpack",0,64,64,116,2510,2400,
68b88b0ed68af0d599d93e925c8e55be,,http://ngonoo.com/2015/11/095108/8-insiden-penuh-duka-yang-pernah-terjadi-dalam-dunia-sepak-bola/,https://ngonoo.com/2015/11/095108/8-insiden-penuh-duka-yang-pernah-terjadi-dalam-dunia-sepak-bola,8 Insiden Penuh Duka yang Pernah Terjadi Dalam Dunia Sepak Bola,8 Insiden Penuh Duka yang Pernah Terjadi Dalam Dunia Sepak Bola,0,63,63,293,4101,3812,
b501f6755dd0593cda12f815f61e30d6,,http://ngonoo.com/2015/11/181853/ini-lho-8-tokoh-emosi-yang-hilang-dari-film-inside-out/,https://ngonoo.com/2015/11/181853/ini-lho-8-tokoh-emosi-yang-hilang-dari-film-inside-out,Ini Dia 8 Tokoh Emosi yang Hilang dari Film Inside Out,Ini Dia 8 Tokoh Emosi yang Hilang dari Film Inside Out,0,54,54,105,2744,2647,
0231b92f969ef00b721ff3b7fadc66b8,,http://ngonoo.com/2015/11/121507/4-fakta-menarik-tim-amatir-hingga-selebrasi-unik-ps-tni-usai-kalahkan-surabaya-united-kemarin/,https://ngonoo.com/2015/11/121507/4-fakta-menarik-tim-amatir-hingga-selebrasi-unik-ps-tni-usai-kalahkan-surabaya-united-kemarin,4 Fakta Menarik Tim‘Amatir’ Hingga Selebrasi Unik PS TNI Usai Kalahkan Surabaya United Kemarin,4 Fakta Menarik Tim 'Amatir' Hingga Selebrasi Unik PS TNI Usai Kalahkan Surabaya United Kemarin,3,94,95,181,1723,1546,
c444ec397498d7c1f94c9e565fb17e73,,http://ngonoo.com/2015/11/214012/wow-mobil-pemburu-hantu-ghostbusters-ini-menghabiskan-biaya-sebesar-27-miliar/,https://ngonoo.com/2015/11/214012/wow-mobil-pemburu-hantu-ghostbusters-ini-menghabiskan-biaya-sebesar-27-miliar,"Wow! Mobil Pemburu Hantu“Ghostbusters” Ini Menghabiskan Biaya Sebesar 2,7 Miliar","Wow! Mobil Pemburu Hantu ""Ghostbusters"" Ini Menghabiskan Biaya Sebesar 2,7 Miliar",3,80,81,72,1735,1663,
57bf00a60633980bb980a6f1de881bba,,http://www.oprekandroid.com/yuk-cari-tahu-fitur-fitur-canggih-smartwatch-huawei-w1.html,http://oprekandroid.com/yuk-cari-tahu-fitur-fitur-canggih-smartwatch-huawei-w1.html,"Yuk, Cari Tahu Fitur-Fitur Canggih Smartwatch Huawei W1","Yuk, Cari Tahu Fitur-Fitur Canggih Smartwatch Huawei W1 - Oprek Android",16,55,71,379,2708,2896,
fdbc9a1b12a58c6c094dae11d225f8eb,,http://carisinyal.com/hp-samsung-tahan-air-terbaik/,http://carisinyal.com/hp-samsung-tahan-air-terbaik/,10 HP Samsung Tahan Air Terbaik Tahun 2016,10 HP Samsung Tahan Air Terbaik Tahun 2016,0,42,42,314,7198,7001,
49c4167d693a22d9784397ec4877b728,,http://www.kabarandroid.com/2015/11/cara-pasang-dua-bbm-di-android-terbaru.html,http://www.kabarandroid.com/2015/11/cara-pasang-dua-bbm-di-android-terbaru.html,Cara Mudah Pasang Dua BBM di Android Terbaru,Cara Mudah Pasang Dua BBM di Android Terbaru,0,44,44,189,1927,1742,
dbdd9cf3c1da71b0a95903849673a56c,,http://cinemapoetica.com/persepsi-monoton-tentang-penonton/,http://cinemapoetica.com/persepsi-monoton-tentang-penonton/,Persepsi Monoton tentang Penonton,Persepsi Monoton tentang Penonton,0,33,33,61,13910,13862,
4f2f7b215063725c583902e3218e895f,,http://movienthusiast.com/the-hateful-eight-2015/,http://movienthusiast.com/the-hateful-eight-2015/,The Hateful Eight (2015),The Hateful Eight (2015),0,24,24,400,5457,5075,
48f4f6053e84651aa9dcf97054af49de,,http://gayahidup.rimanews.com/selebritas/read/20151117/245582/Momen-Romatis-Raisa-Dipeluk-Kakak-Pevita-Pearce,http://rimanews.com/gayahidup/selebritas/read/20151117/245582/Momen-Romantis-Raisa-Dipeluk-Kakak-Pevita-Pearce,Momen Romatis Raisa Dipeluk Kakak Pevita Pearce,Momen Romantis Raisa Dipeluk Kakak Pevita Pearce,1,47,48,151,924,937,
3b67c1e18dfc7e23549eb93e453fc686,,http://komunitas.rimanews.com/fotovideo/read/20151117/5020/Hadapi-PS-TNI-Pusamania-Borneo-FC-Latihan-Intensif,http://rimanews.com/komunitas/fotovideo/read/20151117/5020/Hadapi-PS-TNI-Pusamania-Borneo-FC-Latihan-Intensif,"Hadapi PS TNI, Pusamania Borneo FC Latihan Intensif","Hadapi PS TNI, Pusamania Borneo FC Latihan Intensif",0,51,51,286,286,0,
3c2e1a6456a6ca9f230f6c9bae97c823,,http://nasional.rimanews.com/politik/read/20160116/256051/Teror-Bom-Thamrin-dan-Perpanjangan-Kontrak-Freeport-Ada-Apa-,http://rimanews.com/nasional/politik/read/20160116/256051/Teror-Bom-Thamrin-dan-Perpanjangan-Kontrak-Freeport-Ada-Apa-,"Teror Bom Thamrin dan Perpanjangan Kontrak Freeport, Ada Apa?","Teror Bom Thamrin dan Perpanjangan Kontrak Freeport, Ada Apa?",0,61,61,65,4854,4795,
42723c06254b013f757e5436423701e5,,http://teknologi.rimanews.com/gadget/read/20151117/245578/K-Blocker-Aplikasi-untuk-Blokir-Konten-Kim-Kardashian-di-iOS,http://rimanews.com/teknologi/gadget/read/20151117/245578/K-Blocker-Aplikasi-untuk-Blokir-Konten-Kim-Kardashian-di-iOS,"K Blocker, Aplikasi untuk Blokir Konten Kim Kardashian di iOS","K Blocker, Aplikasi untuk Blokir Konten Kim Kardashian di iOS",0,61,61,1,925,926,
b9556997fc72f798dd9cfbae382a6a7f,,http://komunitas.rimanews.com/fotovideo/read/20151114/4934/Serunya-Reli-Risata-di-Kawasan-Gunung-Merapi,http://rimanews.com/komunitas/fotovideo/read/20151114/4934/Serunya-Reli-Wisata-di-Kawasan-Gunung-Merapi,Serunya Reli Risata di Kawasan Gunung Merapi,Serunya Reli Wisata di Kawasan Gunung Merapi,1,44,44,343,343,0,
304983d930d98ecddf5c0508ab3029fb,,http://olahraga.rimanews.com/raket/read/20160118/256248/Australian-Open-2016-Diguncang-Skandal-Pengaturan-Skor,http://rimanews.com/olahraga/raket/read/20160118/256248/Australian-Open-2016-Diguncang-Skandal-Pengaturan-Skor,Australian Open 2016 Diguncang Skandal Pengaturan Skor,Australian Open 2016 Diguncang Skandal Pengaturan Skor,0,54,54,2,1978,1980,
4b5d0a72bb7576c299bd3f111935fe28,,http://olahraga.rimanews.com/beladiri/read/20151205/249080/Muaythai-Resmi-Dipertandingkan-di-PON-2020,http://rimanews.com/olahraga/beladiri/read/20151205/249080/Muaythai-Resmi-Dipertandingkan-di-PON-2020,Muaythai Resmi Dipertandingkan di PON 2020,Muaythai Resmi Dipertandingkan di PON 2020,0,42,42,1,2459,2460,
650448ea346ab49a88a4257c48e2d5ce,,http://olahraga.rimanews.com/raket/read/20160220/262970/Tim-Uber-Indonesia-Masih-Berpeluang-Lolos-ke-Putaran-Final,http://rimanews.com/olahraga/raket/read/20160220/262970/Tim-Uber-Indonesia-Masih-Berpeluang-Lolos-ke-Putaran-Final,Tim Uber Indonesia Masih Berpeluang Loloske Putaran Final,Tim Uber Indonesia Masih Berpeluang Lolos ke Putaran Final,1,57,58,50,2222,2172,
9efb004943073eb4350a2d57bcb6e14d,,http://olahraga.rimanews.com/atletik/read/20160314/267465/Pemkab-Bangka-Tengah-Gelar-Kejuaraan-Nasional-Panjat-Tebing,http://rimanews.com/olahraga/atletik/read/20160314/267465/Pemkab-Bangka-Tengah-Gelar-Kejuaraan-Nasional-Panjat-Tebing,Pemkab Bangka Tengah Gelar Kejuaraan Nasional Panjat Tebing,Pemkab Bangka Tengah Gelar Kejuaraan Nasional Panjat Tebing,0,59,59,0,1401,1401,
17291082c57b3098ccaf3daf4aa901c6,,http://gayahidup.rimanews.com/musik/read/20151114/245093/Senior-Aura-Kasih-Sering-Tanya-Ini-pada-Glenn,http://rimanews.com/gayahidup/musik/read/20151114/245093/Senior-Aura-Kasih-Sering-Tanya-Ini-pada-Glenn,"Senior, Aura Kasih Sering Tanya Ini pada Glenn","Senior, Aura Kasih Sering Tanya Ini pada Glenn",0,46,46,278,810,723,
1085ec707d5c62131179543ba5f213c0,,http://komunitas.rimanews.com/fotovideo/read/20151117/5022/TNI-AL-Gelar-Lomba-Halang-Rintang,http://rimanews.com/komunitas/fotovideo/read/20151117/5022/TNI-AL-Gelar-Lomba-Halang-Rintang,TNI AL Gelar Lomba Halang Rintang,TNI AL Gelar Lomba Halang Rintang,0,33,33,0,384,384,
